DATA,ATIVIDADE,TIPO,PATICIPANTES,TEMA,TEMPO (MIN)
3/10/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,4,DISCUSSÃO DE CASOS OPERADOS,60
4/10/2016,SIG AVC,SIG,6,CUIDADOS NEUROCRÍTICOS DO PACIENTE,60
4/10/2016,SIG SENTINELAS EM AÇÃO,SIG,3,ATUAÇÃO DO NÚCLEO DE ESTOMATOTERAPIA NA PREVENÇÃO DE FERIDAS / A IMPLANTAÇÃO DO PROTOCOLO DE QUEDAS,60
4/10/2016,SIG SIMULAÇÃO EM SAÚDE,SIG,10,HABILIDADES DE COMUNICAÇÃO NO LABORATÓRIO DE SIMULAÇÃO,70
5/10/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,11,SÍNDROME AÓRTICA AGUDA,90
5/10/2016,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,9,NOVOS ALVOS PARA TERAPÊUTICA DA HEPATITE B,90
5/10/2016,REUNIÃO DO COLEGIADO DOS GEPES,VIDEOCONFERÊNCIA,1,GERÊNCIA DE ENSINO E PESQUISA,150
6/10/2016,SIG SAÚDE DA CRIANÇA E DO ADOLESCENTE,SIG,12,REFLUXO GASTROESOFÁGICO: FISIOLÓGICO X PATOLÓGICO,60
6/10/2016,CURSO DE CIRURGIA - UROLOGIA,VIDEOCONFERÊNCIA,10,CORREÇÃO DE PROLAPSO VAGINAL,300
10/10/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,2,DISCUSSÃO DE CASOS OPERADOS,90
10/10/2016,SIG ENDOCRINOLOGIA PEDIÁTRICA,SIG,6,SÍNDROME DE CUSHING: DESAFIO DIAGNÓSTICO EM PACIENTE DE 02 ANOS,90
11/10/2016,SIG SENTINELAS EM AÇÃO,SIG,2,NOVAS SUBSTÂNCIAS- UM NOVO DESAFIO,60
14/10/2016,SIG TERAPIA OCUPACIONAL,SIG,5,ACOLHIMENTO MULTIPROFISSIONAL EM ONCOLOGIA,90
17/10/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,4,DISCUSSÃO DE CASOS OPERADOS,120
17/10/2016,VIDEOCONFERÊNCIA AASLD,VIDEOCONFERÊNCIA,1,AASLD,60
18/10/2016,SIG SENTINELAS EM AÇÃO,SIG,5,SEGUIMENTO DE TRANSFUSÃO E SUA IMPORTÂNCIA PARA A HEMOVIGILÂNCIA,60
18/10/2016,SESSÃO SEGURANÇA ALIMENTAR,SESSÃO,2,SEGURANÇA ALIMENTAR: CIÊNCIA ALIMENTANDO O BRASIL,60
19/10/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,11,TRAUMA CERVICAL E TORÁCICO,100
19/10/2016,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,12,TRATAMENTO VHC PÓS TRANSPLANTE,90
21/10/2016,SIG UROLOGIA PEDIÁTRICA,SIG,1,UROPEDIATRIA DE CONSULTÓRIO: FIMOSE- ENURESE- CRIPTORQUIDIA E VARICOCELE,90
21/10/2016,SIG TELEPSIQUIATRIA,SIG,10,DIMENSÕES SINTOMATOLOGICAS DO AUTISMO: OS MANUAIS DIAGNÓSTICOS E A ESCALA LABIRINTO,120
25/10/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,11,TRAUMA ABDOMINAL,120
25/10/2016,SIG SENTINELAS EM AÇÃO,SIG,2,"LESÃO POR POSICIONAMENTO CIRÚRGICO E PREVENÇÃO DE QUEIMADURA POR PLACA DE BISTURI / ADAPTAÇÃO DE ""CHECK LIST"" DE CIRURGIA SEGURA PARA A REALIDADE DO HC",60
25/10/2016,SESSÃO JUDICIALIZAÇÃO EM SÁUDE,WEBCONFERÊNCIA,6,JUDICIALIZAÇÃO EM SÁUDE,270
26/10/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,3,DISCUSSÃO DE CASOS OPERADOS,90
26/10/2016,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,14,TRATAMENTO MEDICAMENTOSO DO CHC,90
27/10/2016,DEFESA DE TESE DE DOUTORADO,BANCA DOUTORADO,8,INTEGRALIDADE DO CUIDADO NA ATENÇÃO PSICOSSOCIAL,210
29/10/2016,CURSO DE CIRURGIA - RECONSTRUÇÃO DE MAMA, VIDEOCONFERÊNCIA,19,RECONSTRUÇÃO DE MAMA,360
31/10/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,2,DISCUSSÃO DE CASOS OPERADOS,80
