DATA,ATIVIDADE,TIPO,PATICIPANTES,TEMA,TEMPO (MIN)
1/12/2015,SIG AVC,SIG,6,ENCERRAMENTO- DISCUSSÃO DOS HIGHLIGHTS 2015,60
2/12/2015,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,8,COLAGENOSES E ARTERIOPATIAS,90
2/12/2015,VIDEOCONFERÊNCIA PRECEPTORIA,VIDEOCONFERÊNCIA,27,PROGRAMA DE APOIO AOS PROGRAMAS DE RESIDÊNCIAS - RUTE: SUPORTE AO PRAPAPS E OUTRAS AÇÕES NACIONAIS DE TELESSAÚDE,120
4/12/2015,QUALIFICAÇÃO DE TESE DE DOUTORADO,BANCA DE DOUTORADO,1,SAÚDE FÍSICA- SAÚDE MENTAL E HÁBITOS DE VIDA DE ESTUDANTES DE ENFERMAGEM APÓS O PRIMEIRO ANO DE INGRESSO NO CURSO DE GRADUAÇÃO,185
5/12/2015,VIDEOCONFERÊNCIA CURSO DE OTORRINOLARINGOLOGIA,VIDEOCONFERÊNCIA,18,CASOS CLÍNICOS,270
7/12/2015,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,3,INTERVENÇÕES VASCULARES,60
9/12/2015,VIDEOCONFERÊNCIA PRECEPTORIA,VIDEOCONFERÊNCIA,19,PROGRAMA DE APOIO AOS PROGRAMAS DE RESIDÊNCIAS - ENCERRAMENTO PRAPAPS,120
10/12/2015,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,5,CONSULTÓRIOS ITINERANTES,60
15/12/2015,SIG SENTINELAS EM AÇÃO,SIG,2,EPIDEMIOLOGIA - ENCERRAMENTO DO ANO 2015,60
16/12/2015,REUNIÃO DO INTERNATO,REUNIÃO DRª SUZY,10,REUNIÃO DO INTERNATO DE PEDIATRIA,60
16/12/2015,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,10,NOVOS CONCEITOS HISTOPATOLOGICOS NA NASH / CHC NA NASH,90
