DATA,ATIVIDADE,TIPO,PATICIPANTES,TEMA,TEMPO (MIN)
2/10/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,3,DISCUSSÃO DE CASOS OPERADOS,80
3/10/2017,SIG AVC,SIG,1,ATIVIDADE FÍSICA NA REABILITAÇÃO DE PACIENTES COM AVC,60
3/10/2017,SIG SIMULAÇÃO EM SAÚDE,SIG,2,OSCE NO INTERNATO DE CIRÚRGICA: DESAFIOS ACADÊMICOS E DOCENTES,70
4/10/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,10,TRAUMA VASCULAR CERVICAL,100
4/10/2017,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,2,EXPERIÊNCIA DO SVSSP DO HUOL - UFRN NO USO DO PAINEL DE INDICADORES DE SEGURANÇA DO PACIENTE,120
4/10/2017,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,1,GESTÃO DE HU,120
4/10/2017,REUNIÃO DO INTERNATO,REUNIÃO DRª SUZY,5,REUNIÃO PEDIATRIA,30
6/10/2017,DEFESA DE DISSERTAÇÃO DE MESTRADO,BANCA MESTRADO,9,AVALIAÇÃO A POSSÍVEIS OMISSÇOES DE PRESCRIÇÃO DE MEDICAMENTOS CONFORME OS CRITÉRIOS START EM UM HOSPITAL DO NORDESTE BRASILEIRO,210
9/10/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,6,DISCUSSÃO DE CASOS OPERADOS,55
9/10/2017,SIG ENDOCRINOLOGIA PEDIÁTRICA,SIG,4,DISCUSSÃO DE CASOS CLÍNICOS: DDS,45
9/10/2017,DEFESA DE TESE DE DOUTORADO,BANCA DOUTORADO,1,EFEITO DA TERAPIA DE LONGA DURAÇÃO COM ÁCIDO VELEDRÔMICO NO OSSO ESPONJOSO DE MANDÍBULA,170
10/10/2017,SIG SENTINELAS EM AÇÃO,SIG,2,A EXPERIÊNCIA DE IMPLANTAÇÃO DE UMA CENTRAL DE ANÁLISE DE PRESCRIÇÃO,60
10/10/2017,GRAVAÇÃO DE VÍDEOAULA INTERNA - UROLOGIA,GRAVAÇÃO VÍDEOAULA,1,DOENÇAS SEXUALMENTE TRANSMISSÍVEIS,30
11/10/2017,GRAVAÇÃO DE VÍDEOAULA INTERNA - UROLOGIA,GRAVAÇÃO VÍDEOAULA,1,CÂNCER DE BEXIGA,35
11/10/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,6,TRAUMA TORÁCICO,85
11/10/2017,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,13,O PAPAEL DO FIBROSCAN NO PORTADOR INATIVO DO VÍRUS B,70
16/10/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,4,DISCUSSÃO DE CASOS OPERADOS,75
17/10/2017,SIG SENTINELAS EM AÇÃO,SIG,4,ESTATÉGIA DE IMPLANTAÇÃO E MANUTENÇÃO DO NÚCLEO DE SEGURANÇA DO PACIENTE DO HOSPITAL DAHER,67
17/10/2017,SIG DEGLUTIÇÃO E DISFAGIA,SIG,7,PRINCÍPIOS DA NEUROPLASTICIDADE NA REABILITAÇÃO DAS DISFAGIAS NEUROGÊNICAS DE ADULTOS OU IDOSOS,60
18/10/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,13,TRAUMA VASCULAR ABDOMINAL,105
18/10/2017,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,16,HEPATITE ALCOÓLICA,75
19/10/2017,GRAVAÇÃO DE VÍDEOAULA INTERNA - UROLOGIA,GRAVAÇÃO VÍDEOAULA,1,URGÊNCIAS UROLÓGICAS,60
19/10/2017,SIG SAÚDE DA CRIANÇA E DO ADOLESCENTE,SIG,5,TRANSTORNO ALIMENTAR RESTRITIVO EVITATIVO,60
19/10/2017,SIG TRAUMA – CIRURGIA- EMERGÊNCIA E TRAUMA,SIG,25,TRAUMATISMOS UROLÓGICOS,60
19/10/2017,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,6,DIMENSIONAMENTO DAS ÁREAS ADMINISTRATIVAS DAS FILIAIS EBSERH,85
20/10/2017,QUALIFICAÇÃO DE TESE DE DOUTORADO,BANCA DOUTORADO,10,INSERÇÃO PROFISSIONAL DE ENFERMEIRAS EGRESSAS DOS PROGRAMAS DE RESIDÊNCIAS MULTIPROFISSIONAIS EM ÁREA PROFISSIONAL,180
23/10/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,5,DISCUSSÃO DE CASOS OPERADOS,95
24/10/2017,SIG SENTINELAS EM AÇÃO,SIG,1,IMPLANTAÇÃO DO PROTOCOLO DE QUEDA: UM DESAFIO POSSÍVEL,55
24/10/2017,GRAVAÇÃO DE VÍDEOAULA INTERNA - UROLOGIA,GRAVAÇÃO VÍDEOAULA,1,1. UROPATIAS OBSTRUTIVAS NA INFÂNCIA 2. INFECÇÃO DO TRATO URINÁRIO,90
25/10/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,11,TRAUMATISMO VASCULAR PERIFÉRICO,120
25/10/2017,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,17,HEPATITE A,60
25/10/2017,SESSÃO CLÍNICA PNEUMO-RADIOLOGIA,SESSÃO,13,DISCUSSÃO DE CASOS CLÍNICOS,90
26/10/2017,VIDEOCONFERÊNCIA BIOMATERIAIS,VIDEOCONFERÊNCIA,1,INTRODUÇÃO À CIÊNCIA DOS BIOMATERIAIS,120
27/10/2017,DEFESA DE TESE DE DOUTORADO,BANCA DOUTORADO,1,FORAMINAS ACESSÓRIAS DA REGIÃO ANTERIOR DA MAXILA EM TOMOGRAFIA COMPUTADORIZADA DE FEIXE CÔNICO,165
30/10/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,5,DISCUSSÃO DE CASOS OPERADOS,85
31/10/2017,SIG SENTINELAS EM AÇÃO,SIG,6,A IMPORTÂNCIA DA HIGIENE BUCAL NA PREVENÇÃO DA PNEUMONIA HOSPITALAR,75
