DATA,ATIVIDADE,TIPO,PATICIPANTES,TEMA,TEMPO (MIN)
1/2/2017,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,9,REUNIÃO EBSERH,90
7/2/2017,TREINAMENTO ELSA,VIDEOCONFERÊNCIA,4,UTILIZAÇÃO GLOBODIET,300
7/2/2017,SIG AVC,SIG,6,O USO DE INIBIDORES DA RECAPTAÇÃO DE SEROTONINA NA REABILITAÇÃO DO AVC,60
7/2/2017,GRAVAÇÃO DE VÍDEOAULA INTERNA - SGPTI,GRAVAÇÃO VÍDEOAULA,1,SISTEMAS DE INFORMAÇÕES HOSPITALARES,55
8/2/2017,TREINAMENTO ELSA,VIDEOCONFERÊNCIA,4,UTILIZAÇÃO GLOBODIET,300
8/2/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,12,TRABALHO DE CONCLUSÃO DE CURSO,120
8/2/2017,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,6,APRESENTAÇÃO DO PROJETO HEPATOLOGIA,60
8/2/2017,GRAVAÇÃO DE VÍDEOAULA INTERNA - SGPTI,GRAVAÇÃO VÍDEOAULA,1,SUBMISSÃO DE PROJETOS DE PESQUISA,55
10/2/2017,TREINAMENTO ELSA,VIDEOCONFERÊNCIA,4,UTILIZAÇÃO GLOBODIET,255
10/2/2017,SIG TÉCNICO OPERACIONAL,SIG,2,MCONF: TREINAMENTO PARA USO E OPERAÇÃO DE WEBCONFERÊNCIA,100
10/2/2017,GRAVAÇÃO DE VÍDEOAULA INTERNA - SVSSP,GRAVAÇÃO VÍDEOAULA,1,QUALIDADE E SEGURANÇA DO PACIENTE NO HUPES,35
12/2/2017,SIG TÉCNICO OPERACIONAL,SIG,1,POLYCOM / TANDBERG: CURSO- SUPORTE,120
12/2/2017,SIG TERAPIA OCUPACIONAL,SIG,6,A PESQUISA EM TERAPIA OCUPACIONAL EM CONTEXTOS HOSPITALARES E CUIDADOS PALIATIVOS,80
13/2/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,5,DISCUSSÃO DE CASOS OPERADOS,70
13/2/2017,REUNIÃO DO INTERNATO,REUNIÃO DRª SUZY,4,REUNIÃO INTERNATO,60
14/2/2017,SIG SENTINELAS EM AÇÃO,SIG,2,CONECTORES E CONEXÃO: UM PROBLEMA QUE AFETA A SEGURANÇA DE PACIENTE,60
15/2/2017,GRAVAÇÃO DE VÍDEOAULA INTERNA - FÁRMACIA,GRAVAÇÃO VÍDEOAULA,1,POLÍTICA DE PRESCRIÇÃO DE MEDICAMENTOS,30
15/2/2017,GRAVAÇÃO DE VÍDEOAULA INTERNA - EPIDEMIOLOGIA,GRAVAÇÃO VÍDEOAULA,1,IMPORTÂNCIA DA NOTIFICAÇÃO PARA A SAÚDE PÚBLICA,20
15/2/2017,GRAVAÇÃO DE VÍDEOAULA INTERNA - ENGENHARIA,GRAVAÇÃO VÍDEOAULA,1,SERVIÇO DE SAÚDE OCUPACIONAL E SEGURANÇA DO TRABALHO,30
15/2/2017,GRAVAÇÃO DE VÍDEOAULA INTERNA - ENFERMAGEM,GRAVAÇÃO VÍDEOAULA,1,PROCEDIMENTOS RELATIVOS À SEGURANÇA DO PACIENTE,90
16/2/2017,GRAVAÇÃO DE VÍDEOAULA INTERNA - INFECTOLOGIA,GRAVAÇÃO VÍDEOAULA,1,CONTROLE DE INFECÇÃO HOSPITALAR,30
16/2/2017,GRAVAÇÃO DE VÍDEOAULA INTERNA - ARQUIVO MÉDICO,GRAVAÇÃO VÍDEOAULA,1,SERVIÇO DE ARQUIVO MÉDICO E ESTATÍSTICO,20
16/2/2017,GRAVAÇÃO DE VÍDEOAULA INTERNA - PSICOLOGIA,GRAVAÇÃO VÍDEOAULA,1,POLÍTICA NACIONAL DE HUMANIZAÇÃO,47
17/2/2017,SIG TELEPSIQUIATRIA,SIG,21,A PSIQUIATRIA E A MEDICINA TRANSLACIONAL,120
17/2/2017,SIG TELECOLOPROCTOLOGIA,SIG,9,DISCUSSÃO DE CASOS CLÍNICOS,60
20/2/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,2,DISCUSSÃO DE CASOS OPERADOS,80
21/2/2017,DEFESA DE TESE DE DOUTORADO,BANCA DOUTORADO,26,CONSTITUIÇÃO DE SUJEITOS MILITANTES NA EMFERMAGEM: UM ESTUDO HISTÓRICO E FOCICAULTIANO,300
21/2/2017,SIG SENTINELAS EM AÇÃO,SIG,1,USO DE FERRAMENTAS DE QUALIDADE CONTRIBUIÇÃO À SEGURANÇA DO PACIENTE,60
21/2/2017,GRAVAÇÃO DE VÍDEOAULA INTERNA - RESIDÊNCIA,GRAVAÇÃO VÍDEOAULA,1,COMISSÃO DE RESIDÊNCIA MULTIPROFISSIONAL,57
22/2/2017,GRAVAÇÃO DE VÍDEOAULA INTERNA - SUPERINTENDÊNCIA,GRAVAÇÃO VÍDEOAULA,1,BOAS VINDAS AOS RESIDENTES,30
22/2/2017,GRAVAÇÃO DE VÍDEOAULA INTERNA - RESIDÊNCIA,GRAVAÇÃO VÍDEOAULA,1,COMISSÃO DE RESIDÊNCIA MEDICA,60
