DATA,ATIVIDADE,TIPO,PATICIPANTES,TEMA,TEMPO (MIN)
4/9/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,4,DISCUSSÃO DE CASOS OPERADOS,100
4/9/2017,GRAVAÇÃO DE VÍDEOAULA INTERNA - PEDIATRIA,GRAVAÇÃO VÍDEOAULA,1,DOENÇA INFLAMATÓRIA INTESTINAL,120
4/9/2017,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,8,PROJETO DE EXPANSÃO DO SETOR DE REGULAÇÃO E AVALIAÇÃO EM SAÚDE,50
5/9/2017,SIG AVC,SIG,7,EXPECTRO DA DEMÊNCIA VASCULAR,60
5/9/2017,SIG SIMULAÇÃO EM SAÚDE,SIG,3,A EXPERIÊNCIA DA ESCOLA DE ENFERMAGEM DA UFMT NA EDUCAÇÃO EM SAÚDE,60
5/9/2017,REUNIÃO TELESSAÚDE,TELESSAÚDE,10,PROJETO TELEDIAGNÓSTICO EM ESPIROMETRIA,90
6/9/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,13,DOENÇA CEREBROVASCULAR EXTRACRANIANA,100
6/9/2017,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,14,RADIOINTERVENÇÃO NAS OBSTRUÇÕES DAS VIAS BILIARES,45
11/9/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,6,APRESENTAÇÃO DE CASOS CIRÚRGICOS,80
11/9/2017,SIG ENDOCRINOLOGIA PEDIÁTRICA,SIG,11,EXERCÍCIO FÍSICO EM CRIANÇAS E ADOLESCENTES COM DIABETES MELLITUS TIPO 1,70
11/9/2017,REUNIÃO GRADUAÇÃO SBP,WEBCONFERÊNCIA,1,REUNIÃO GRADUAÇÃO SBP,80
12/9/2017,SIG SENTINELAS EM AÇÃO,SIG,3,PREVENÇÃO DE PNEUMONIA NÃO ASSOCIADA À VENTILAÇÃO MECÂNICA,60
12/9/2017,DEFESA DE TESE DE DOUTORADO,BANCA DOUTORADO,1,ALTERAÇÕES DE SAÚDE- RESILIÊNCIA E QUALIDADE DE VIDA DE ESTUDANTES DE GRADUAÇÃO EM ENFERMAGEM NO PRIMEIRO ANO LETIVO,304
13/9/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,15,ARTIGO ACADÊMICO,100
13/9/2017,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,1,GRUPO DE TRABALHO PARA ESTUDO E ELABORAÇÃO DO REGULAMENTO DE LICITAÇÕES E CONTRATOS- NOS TERMOS DA LEI Nº 13.303/2016,45
13/9/2017,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,32,HEPATITE A,100
13/9/2017,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,1,COMISSÃO FARMÁCIO TERAPÊUTICA,100
14/9/2017,SIG RESSUSCITAÇÃO CARDIOPULMONAR,SIG,1,ATIVIDADE ELÉTRICA SEM PULSO POR TEP - COMO CONDUZIR,60
14/9/2017,SIG COLABORATIVO EDUCAÇÃO MÉDICA,SIG,2,ENVELHECIMENTO POPULACIONAL E O ENSINO,60
15/9/2017,SIG TÉCNICO OPERACIONAL,SIG,1,PESQUISA DE SATISFAÇÃO DA RNP SOBRE O SERVIÇO DE VIDEOCONFERÊNCIA,120
15/9/2017,REUNIÃO PROJETO DE PESQUISA,VIDEOCONFERÊNCIA,1,PROJETO DE PESQUISA,120
18/9/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,7,DISCUSSÃO DE CASOS OPERADOS,70
18/9/2017,SIG COORDENADORES DE UNIDADE RUTE,SIG,1,APRESENTAÇÃO DO PLANO DE ATIVIDADES E OPERAÇÃO DA UNIDADE RUTE NA INSTITUIÇÃO,90
19/9/2017,GRAVAÇÃO DE VÍDEOAULA INTERNA - UROLOGIA PEDIÁTRICA,GRAVAÇÃO VÍDEOAULA,1,INCONTINÊNCIA,80
19/9/2017,SIG SENTINELAS EM AÇÃO,SIG,6,SISTEMA DE INFORMAÇÃO DO PACIENTE,60
19/9/2017,SIG DEGLUTIÇÃO E DISFAGIA,SIG,7,VIDEOFLUOROSCOPIA NA POPULAÇÃO INFANTIL,64
20/9/2017,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,13,DISSECÇÃO AÓRTICA AGUDA,80
20/9/2017,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,13,TRATAMENTO HCV - PCDT 2017,80
21/9/2017,SIG SAÚDE DA CRIANÇA E DO ADOLESCENTE,SIG,24,INTERNET SEGURA PARA CRIANÇAS E ADOLESCENTES,90
21/9/2017,SIG TRAUMA - CIRURGIA DE EMERGÊNCIA E TRAUMA,SIG,15,TRAUMATISMOS VASCULARES ABDOMINAIS,60
26/9/2017,GRAVAÇÃO DE VÍDEOAULA INTERNA - UROLOGIA,GRAVAÇÃO VÍDEOAULA,1,ANORMALIDADES GENITAIS EM CRIANÇAS,60
27/9/2017,REUNIÃO ADMINISTRATIVA,REUNIÃO SRAS,5,REUNIÃO ADMINISTRATIVA,100
27/9/2017,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,17,DISCUSSÃO DE CASOS,80
