DATA,ATIVIDADE,TIPO,PATICIPANTES,TEMA,TEMPO (MIN)
3/11/2015,SIG SENTINELAS EM AÇÃO,SIG,5,EVENTOS ADVERSOS DO CICLO DO SANGUE,50
3/11/2015,SIG AVC,SIG,5,TRANSMISSÃO DE IMAGENS À DISTÂNCIA: PACS E TELERRADIOLOGIA DE BAIXO CUSTO,65
4/11/2015,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,2,3º REUNIÃO DE EQUIPE SAÚDE E SEGURANÇA DO PACIENTE,120
4/11/2015,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,7,TRAUMA VASCULAR DE EXTREMIDADES,90
4/11/2015,VIDEOCONFERÊNCIA PRECEPTORIA,VIDEOCONFERÊNCIA,25,PROGRAMA DE APOIO AOS PROGRAMAS DE RESIDÊNCIAS - INFRAESTRUTURA E SERVIÇOS PARA OS MEMBROS RUTE,100
4/11/2015,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,20,ENCEFALOPATIA HEPÁTICA: EASL GUIDEINE,120
6/11/2015,VIDEOCONFERÊNCIA CURSO DE EXTENSÃO EM COLOPROCTOLOGIA,VIDEOCONFERÊNCIA,2,CASO CLÍNICO CIRÚRGICO,76
9/11/2015,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,3,ESTENOSE DE ARTÉRIA CARÓTIDA,65
9/11/2015,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,7,TREINAMENTO VIGIHOSP,155
9/11/2015,SIG ENDOCRINOLOGIA PEDIÁTRICA,SIG,12,CRANIOSSINOSTOSE SEVERA ASSOCIADA A HCSR FORMA PERDEDORA DE SAL,60
10/11/2015,SIG SENTINELAS EM AÇÃO,SIG,5,HEMOVIGILÂNCIA DO DOADOR,60
11/11/2015,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,7,DOENÇA ISQUÊMICA RENAL,60
11/11/2015,VIDEOCONFERÊNCIA PRECEPTORIA,VIDEOCONFERÊNCIA,26,PROGRAMA DE APOIO AOS PROGRAMAS DE RESIDÊNCIAS - O TRABALHO INTERPROFISSIONAL EM CONTEXTOS COMPLEXOS HOSPITALARES: A RESIDÊNCIA MULTIPROFISSIONAL PODE PROMOVER ESSA PRÁTICA?,110
16/11/2015,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,3,INTERVENÇÕES VASCULARES,60
17/11/2015,SIG SENTINELAS EM AÇÃO,SIG,5,HEMOVIGILÂNCIA DO RECEPTOR,60
18/11/2015,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,8,DOENÇA VASCULAR INTESTINAL,90
18/11/2015,VIDEOCONFERÊNCIA PRECEPTORIA,VIDEOCONFERÊNCIA,22,PROGRAMA DE APOIO AOS PROGRAMAS DE RESIDÊNCIAS - MÓDULO DE POLÍTICAS DE SAÚDE: IMPLEMENTAÇÃO DE REDE DE CUIDADO O MODELO INSTITUCIONAL DO HRTN-MG,120
19/11/2015,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,6,APRESENTAÇÃO DOS RESULTADOS DO PROGRAMA EBSERH EM SEGURANÇA DO PACIENTE,240
19/11/2015,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,5,DISCUSSÃO DA MINUTA DA DIRETRIZ EBSERH PARA AÇÕES DE SEGURANÇA DO PACIENTE E VIGILÂNCIA EM SAÚDE,210
20/11/2015,VIDEOCONFERÊNCIA CURSO DE EXTENSÃO EM COLOPROCTOLOGIA,VIDEOCONFERÊNCIA,3,DISCUSSÃO DE CASOS,70
23/11/2015,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,4,CASO CLÍNICO,70
24/11/2015,SESSÃO CLÍNICA ARRITMICA,SESSÃO,2,ARRITMICA E GENÉTICA,180
24/11/2015,SIG SENTINELAS EM AÇÃO,SIG,4,RETROVIGILÂNCIA,50
25/11/2015,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,8,VASCULITES,70
25/11/2015,VIDEOCONFERÊNCIA PRECEPTORIA,VIDEOCONFERÊNCIA,31,PROGRAMA DE APOIO AOS PROGRAMAS DE RESIDÊNCIAS - REFLEXÃO DE UMA PRÁTICA SEGURA,120
25/11/2015,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,17,O PAPEL DOS MARCADORES TUMORAIS NO DIAGNÓSTICO DE NÓDULOS HEPÁTICOS,120
26/11/2015,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,8,ANÁLISE DE CAUSA RAIZ,180
26/11/2015,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,7,ANÁLISE DE CAUSA RAIZ,240
26/11/2015,GRAVAÇÃO DE VÍDEOAULA INTERNA - HEPATOLOGIA,GRAVAÇÃO VÍDEOAULA,1,AULA DE HEPATO,60
27/11/2015,SIG UROLOGIA PEDIÁTRICA,SIG,10,POUT-PORRI: PRUNE-BELLY- RIM EM FERRADURA- RIM PÉLVICO- ROBÓTICA EM UROLOGIA,90
30/11/2015,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,4,ANGIOLOGIA,60
