DATA,ATIVIDADE,TIPO,PATICIPANTES,TEMA,TEMPO (MIN)
1/9/2015,GRAVAÇÃO DE VÍDEOAULA INTERNA - PEDIATRIA,GRAVAÇÃO VÍDEOAULA,1,CICLO INTERMEDIÁRIO DE PEDIATRIA: SUPORTE NUTRICIONAL ENTERAL EM SITUAÇÕES ESPECIAIS - PARALESIA CEREBRAL,75
1/9/2015,SIG AVC,SIG,5,AVC EM JOVEM,55
1/9/2015,SIG SENTINELAS EM AÇÃO,SIG,6,IMPLANTAÇÃO E SEGUIMENTO DO PROGRAMA INSTITUCIONAL DE HIGIENIZAÇÃO DAS MÃOS DO HOSPITAL SÃO FRANCISCO-RIBEIRÃO PRETO-SP,60
2/9/2015,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,7,DISCUSSÃO DE CASOS CLÍNICOS,80
2/9/2015,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,11,TRATAMENTO DA CIRROSE NA HEPATITE C: ALÉM DO PDCT,90
3/9/2015,CURSO SBE,SESSÃO,0,AULA 22: O COCHRANE LIBRARY - COMO RESPONDER PERGUNTAS,120
8/9/2015,SIG SENTINELAS EM AÇÃO,SIG,2,IMPLANTAÇÃO E SEGUIMENTO DO PROGRAMA INSTITUCIONAL DE CIRURGIA SEGURA DO HOSPITAL SÃO FRANCISCO - RIBEIRÃO PRETO SP,45
9/9/2015,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,9,DISCUSSÃO DE CASOS CLÍNICOS,80
9/9/2015,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,18,HEPATITE B NA GESTANTE: DO TRATAMENTO A PREVENÇÃO DA TRANSMISSÃO VERTICAL,120
9/9/2015,VIDEOCONFERÊNCIA ENSINO E PESQUISA,VIDEOCONFERÊNCIA,31,PROGRAMA DE APOIO AOS PROGRAMAS DE RESIDÊNCIAS - PANORAMA NACIONAL DE POLÍTICAS PÚBLICAS,100
9/9/2015,SIG UROLOGIA,SIG,4,DISCUSSÃO DE CASOS,60
10/9/2015,SIG REUMATOLOGIA PEDIÁTRICA,SIG,3,DISCUSSÃO DE CASOS CLÍNICOS,80
10/9/2015,CURSO SBE,SESSÃO,0,AULA 23: REVISÃO SISTEMÁTICA DE ESTUDOS DE ACUBÁCIA,120
10/9/2015,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,15,TREINAMENTO AGHU - MÓDULOS PACIENTES E INTERNAÇÃO,120
10/9/2015,SIG RCP,SIG,1,SIG RCP - CARDIOLOGIA - GENÉTICA CARDIOVASCULAR E CARDIOPATIAS FAMILIARES,60
10/9/2015,SIG COLABORATIVO EM EDUCAÇÃO MÉDICA,SIG,1,SIG COLABORATIVO EM EDUCAÇÃO MÉDICA - EDUCAÇÃO EM SAÚDE - ESCOLHA DA RESIDÊNCIA,60
10/9/2015,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,1,GESTÃO HU - ALINHAMENTO DE CRONOGRAMA GTT4,90
14/9/2015,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,5,DISCUSSÃO DE CASOS,45
14/9/2015,SIG ENDOCRINOLOGIA PEDIÁTRICA,SIG,8,TRIAGEM NEONATAL PARA HCSR: EXPERIÊNCIA DA UFMG,60
15/9/2015,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,3,GESTÃO HU - AMBULATÓRIO ADMINISTRATIVO,120
15/9/2015,SIG SENTINELAS EM AÇÃO,SIG,1,PLANO INTEGRADO PARA A GESTÃO SANITÁRIA DA SEGURANÇA DO PACIENTE EM SERVIÇOS DE SAÚDE,60
15/9/2015,SIG PNEUMOLOGIA,SIG,0,SINDROME DA APNÉIA DO SONO,90
16/9/2015,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,10,TRATAMENTO DE INTERVENÇÕES ISQUÊMICAS EXTRA CRANIANAS,105
16/9/2015,VIDEOCONFERÊNCIA PRECEPTORIA,VIDEOCONFERÊNCIA,27,PROGRAMA DE APOIO AOS PROGRAMAS DE RESIDÊNCIAS - PANORAMA MUNDIAL DA SEGURANÇA DO PACIENTE,120
16/9/2015,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,14,PREVENÇÃO DA REATIVAÇÃO DO VHB COM IMUNOSSUPRESSORES E QT,90
17/9/2015,CURSO SBE,SESSÃO,0,AULA 24: REVISÃO SISTEMÁTICA DE ESTUDOS OBSERVACIONAIS,120
18/9/2015,SIG TELECOLOPROCTOLOGIA,SIG,0,DISCUSSÃO DE CASOS,60
18/9/2015,SIG TELEPSIQUIATRIA,SIG,8,COGNIÇÃO E DEPRESSÃO,120
21/9/2015,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,3,DISCUSSÃO DE CASOS,80
22/9/2015,SIG TELENFERMAGEM - SAÚDE MENTAL,SIG,3,REDE DE ATENÇÃO A PESSOAS COM PROBLEMAS DECORRENTES DO USO DE SUBSTÂNCIAS EM SALVADOR E RIO DE JANEIRO: OS INDIVIDUOS EM SITUAÇÃO DE RUA,120
22/9/2015,SIG SENTINELAS EM AÇÃO,SIG,2,SEGURANÇA DO PACIENTE NA GESTÃO DE PRONTUÁRIOS (PARTE 1),60
23/9/2015,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,7,DISCUSSÃO DE CASOS,120
23/9/2015,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,12,TRATAMENTO DE HEPATITE B NO PACIENTE COM CHC,90
23/9/2015,VIDEOCONFERÊNCIA PRECEPTORIA,VIDEOCONFERÊNCIA,26,PROGRAMA DE APOIO AOS PROGRAMAS DE RESIDÊNCIAS - A EDUCAÇÃO INTERPROFISSIONAL E A INSERÇÃO NOS CURRICULOS DE FORMAÇÃO,120
23/9/2015,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,1,REUNIÃO DO GRUPO DE TRABALHO TÉCNICO,120
23/9/2015,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,3,REUNIÃO OUVIDORIA EBSERH,120
24/9/2015,CURSO SBE,SESSÃO,0,AULA 25: GUIDELINES BASEADO EM EVIDÊNCIAS - IMPORTÂNCIA,120
24/9/2015,SIG SAÚDE DA CRIANÇA E ADOLESCENTE,SIG,7,PEDIATRIA - BRINCAR MÓVEL,60
25/9/2015,SIG UROLOGIA PEDIÁTRICA,SIG,6,REFLUXO VESICOURETERAL: QUANDO OPERAR- QUANDO INJETAR/CONDUTAS CARACTERIZÁVEIS EM OSTOMIAS URINARIAS E COLONIAS - VISÃO CRÍTICA,95
25/9/2015,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,2,TREINAMENTO AGHU - MÓDULO FARMÁCIA,120
25/9/2015,VIDEOCONFERÊNCIA CURSO DE EXTENSÃO EM COLOPROCTOLOGIA,VIDEOCONFERÊNCIA,6,DISCUSSÃO DE CASOS CLÍNICOS,120
28/9/2015,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,4,DOENÇA TROBOLICA COM SINDROME DO DEDO AZUL,60
28/9/2015,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,1,REUNIÃO EBSERH - GRUPO DE TRABALHO TÉCNICO,240
29/9/2015,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,1,GESTÃO HU - TREINAMENTO: MODULO PRESCRIÇÃO DE ENFERMAGEM,120
29/9/2015,SIG SENTINELAS EM AÇÃO,SIG,2,SEGURANÇA DO PACIENTE NA GESTÃO DE PRONTUÁRIOS (PARTE 2),60
30/9/2015,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,7,SÍNDROME AÓRTICA AGUDA/TRATAMENTO ENDOVASCULAR E DOENÇAS DA AÓRTA TORÁCICA,100
30/9/2015,VIDEOCONFERÊNCIA PRECEPTORIA,VIDEOCONFERÊNCIA,30,PROGRAMA DE APOIO AOS PROGRAMAS DE RESIDÊNCIAS - SUS - QUEM SOMOS- ONDE ESTAMOS E PARA ONDE VAMOS,100
30/9/2015,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,3,GESTÃO HU - TECNOLOGIA MÓVEL PARA MÉDICOS E RESIDENTES,60
