DATA,ATIVIDADE,TIPO,PATICIPANTES,TEMA,TEMPO (MIN)
4/7/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,7,DISCUSSÃO DE CASOS OPERADOS,60
5/7/2016,SIG AVC,SIG,6,REABILITAÇÃO NO AVC: EXPERIÊNCIA NO TRATAMENTO DA ESPASTICIDADE,60
5/7/2016,SIG SENTINELAS EM AÇÃO,SIG,5,AÇÕES DO SERVIÇO DE NUTRIÇÃO NO HGV FRENTE À QUALIDADE E A SEGURANÇA DO PACIENTE QUE IMPACTAM NA TERAPIA NUTRICIONAL,60
5/7/2016,AULA DE MESTRADO,WEBCONFERÊNCIA,9,MESTRADO EM ASSISTÊNCIA FARMACÊUTICA,105
6/7/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,9,DISCUSSÃO DE CASOS OPERADOS,30
6/7/2016,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,25,DISTÚRBIO DA COAGULAÇÃO NO HEPATOPATE,90
11/7/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,5,DISCUSSÃO DE CASOS OPERADOS,90
12/7/2016,SIG SENTINELAS EM AÇÃO,SIG,7,FERRAMENTA DE GESTÃO KAMBAM,60
13/7/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,13,ANEURISMA ABDOMINAL,60
13/7/2016,REUNIÃO DO INTERNATO,REUNIÃO DRª SUZY,13,REUNIÃO INTERNATO,60
14/7/2016,SIG RCP,SIG,12,DISCUSSÃO DE CASOS CLÍNICOS,40
18/7/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,4,DISCUSSÃO DE CASOS OPERADOS,60
19/7/2016,SIG SENTINELAS EM AÇÃO,SIG,6,ATO TRANSFUSIONAL: FORTALECIMENTO DAS AÇÕES DE HEMOVIGILÂNCIA,60
19/7/2016,AULA DE MESTRADO,WEBCONFERÊNCIA,6,MESTRADO EM ASSISTÊNCIA FARMACÊUTICA,130
20/7/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,7,ANEURISMA DE AORTA,90
20/7/2016,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,21,DISCUSSÃO DE CASOS CLÍNICOS,90
22/7/2016,SIG TELEPSIQUIATRIA,SIG,17,SUICÍDIO EM IDOSOS,90
22/7/2016,DEFESA DE TCC,BANCA TCC,16,EVIDÊNCIAS CIENTÍFICAS PARA O USO OFF-LABEL DE MEDICAMENTOS EM PEDIATRIA,110
25/7/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,1,ANEURISMA DE AORTA,50
25/7/2016,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,5,REALOCAÇÃO DE GESTANTES EM ÁREAS SALUBRES,90
26/7/2016,SIG SENTINELAS EM AÇÃO,SIG,4,GESTÃO DE RISCO COMO FERRAMENTA PARA REDUÇÃO DE INCIDENTES,60
26/7/2016,AULA DE MESTRADO,WEBCONFERÊNCIA,7,MESTRADO EM ASSISTÊNCIA FARMACÊUTICA,70
27/7/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,12,DISCUSSÃO DE CASOS OPERADOS,90
27/7/2016,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,13,INSUFICIÊNCIA HEPÁTICA FULMINANTE,60
30/7/2016,CURSO DE CIRURGIA ENDONASAL,VIDEOCONFERÊNCIA,18,CASOS CLÍNICOS,300
