DATA,ATIVIDADE,TIPO,PATICIPANTES,TEMA,TEMPO (MIN)
1/4/2016,EDUCAÇÃO EM SAÚDE,VIDEOCONFERÊNCIA,9,PROGRAMA DE APOIO AOS PROGRAMAS DE RESIDÊNCIA EM ÁREA PROFISSIOAL DE SAÚDE,120
3/4/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,7,DISCUSSÃO DE CASOS OPERADOS,60
5/4/2016,SIG AVC,SIG,6,O USO DA TELEMEDICINA COMO ESTRATÉGIA PARA COMTEMPLAR A LINHA DE CUIDADOS AOS PACIENTES COM AVC,60
5/4/2016,SIG SENTINELAS EM AÇÃO,SIG,5,POLÍTICA DE GESTÃO DA QUALIDADE E SEGURANÇA COMO CONSTRUÍMOS UM MODELO DE EXCELÊNCIA,60
6/4/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,13,DISCUSSÃO DE CASOS OPERADOS,90
6/4/2016,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,17,MANIFESTAÇÕES EXTRA-HEPÁTICAS DAS HEPATITES VIRAIS,100
6/4/2016,REUNIÃO TUTORIA PEDIATRIA,REUNIÃO DRª SUZY,2,REUNIÃO TUTORIA PEDIATRIA,120
7/4/2016,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,17,CURSO FMEA,180
7/4/2016,VIDEOCONFERÊNCIA EBSERH,VIDEOCONFERÊNCIA EBSERH,14,CURSO FMEA,220
8/4/2016,QUALIFICAÇÃO DE TESE DE DOUTORADO,BANCA DOUTORADO,16,MARCADORES DO GÊNERO NA PESQUISA EM SAÚDE DA MULHER NA ATENÇÃO PRIMÁRIA,225
11/4/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,7,DISCUSSÃO DE CASOS OPERADOS,90
11/4/2016,SIG ENDOCRINOLOGIA PEDIÁTRICA,SIG,8,DISCUSSÃO DE CASOS CLÍNICOS,60
11/4/2016,REUNIÃO TUTORIA PEDIATRIA,REUNIÃO DRª SUZY,2,REUNIÃO TUTORIA PEDIATRIA,180
12/4/2016,SIG SENTINELAS EM AÇÃO,SIG,2,TEV - A BUSCA DA CERTIFICAÇÃO POR DISTINÇÃO,60
13/4/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,11,DOENÇA VARICOSA: FISIOPATOLOGIA,90
13/4/2016,REUNIÃO TUTORIA PEDIATRIA,REUNIÃO DRª SUZY,2,REUNIÃO TUTORIA PEDIATRIA,120
14/4/2016,SIG COLABORATIVO EM EDUCAÇÃO MÉDICA,SIG,2,DIAGNÓSTICO ATUAL DOS HU´S,80
14/4/2016,DEFESA DE DISSERTAÇÃO DE MESTRADO,BANCA MESTRADO,3,QUESTIONÁRIO DE QUALIDADE DE VIDA E DEGLUTIÇÃO PARA PACIENTE PARA PACIENTES COM DOENÇA DE PARKINSON: ELABOARAÇÃO E VALIDAÇÃO,140
15/4/2016,SIG TELEPSIQUIATRIA,SIG,8,DISCUSSÃO DE CASO CLÍNICO,120
15/4/2016,EDUCAÇÃO EM SAÚDE,VIDEOCONFERÊNCIA,10,PROGRAMA DE APOIO AOS PROGRAMAS DE RESIDÊNCIA EM ÁREA PROFISSIOAL DE SAÚDE,120
18/4/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,6,DISCUSSÃO DE CASOS OPERADOS,90
18/4/2016,REUNIÃO TUTORIA PEDIATRIA,REUNIÃO DRª SUZY,2,REUNIÃO TUTORIA PEDIATRIA,240
19/4/2016,SIG SENTINELAS EM AÇÃO,SIG,3,FARMÁCIA CLÍNICA: UM MODELO DE GESTÃO COM FOCO NA SEGURANÇA DO PACIENTE,60
20/4/2016,SESSÃO CLÍNICA DE CIRURGIA VASCULAR,SESSÃO,11,VARIZES DE MMII: TRATAMENTO,90
20/4/2016,SESSÃO CLÍNICA DE HEPATOLOGIA,SESSÃO,17,PROFILAXIA DA REATICAÇÃO DA HEPATITE B,50
